case,StartTime,CompleteTime,concept:name,org:resource,responsible
91,2022/6/14 8:58,2022/6/14 11:00,Closed,res10-000001,1
92,2022/6/14 7:00,2022/6/14 7:10,Insert ticket,res1-000001,1
92,2022/6/14 7:10,2022/6/14 9:05,Assign seriousness,res2-000001,1
92,2022/6/14 9:05,2022/6/14 10:04,Require upgrade,res5-000001,1
92,2022/6/14 10:04,2022/6/14 12:55,Take in charge ticket,res6-000001,1
92,2022/6/14 12:55,2022/6/14 14:46,Resolve ticket,res9-000001,1
92,2022/6/14 14:46,2022/6/14 15:59,Closed,res10-000001,1
93,2022/6/15 7:00,2022/6/15 8:35,Insert ticket,res1-000001,1
93,2022/6/15 8:35,2022/6/15 11:57,Assign seriousness,res2-000001,1
93,2022/6/15 11:57,2022/6/15 13:36,Create SW anomaly,res3-000001,1
93,2022/6/15 13:36,2022/6/15 15:46,Resolve SW anomaly,res4-000001,1
93,2022/6/15 15:46,2022/6/16 7:31,Require upgrade,res5-000001,1
93,2022/6/16 7:31,2022/6/16 8:23,Take in charge ticket,res6-000001,1
93,2022/6/16 8:23,2022/6/16 11:07,Resolve ticket,res9-000001,1
93,2022/6/16 11:07,2022/6/16 11:46,Closed,res10-000001,1
94,2022/6/16 7:00,2022/6/16 7:07,Insert ticket,res1-000001,1
94,2022/6/16 7:07,2022/6/16 8:27,Assign seriousness,res2-000001,1
94,2022/6/16 8:27,2022/6/16 8:48,Create SW anomaly,res3-000001,1
94,2022/6/16 8:48,2022/6/16 11:40,Resolve SW anomaly,res4-000001,1
94,2022/6/16 11:40,2022/6/16 14:02,Require upgrade,res5-000001,1
94,2022/6/16 14:02,2022/6/16 15:43,Take in charge ticket,res6-000001,1
94,2022/6/16 15:43,2022/6/17 8:03,Resolve ticket,res9-000001,1
94,2022/6/17 8:03,2022/6/17 9:43,Closed,res10-000001,1
95,2022/6/17 16:55,2022/6/20 7:08,Insert ticket,res1-000001,1
95,2022/6/20 7:08,2022/6/20 9:44,Assign seriousness,res2-000001,1
95,2022/6/20 9:44,2022/6/20 11:06,Create SW anomaly,res3-000001,1
95,2022/6/20 11:06,2022/6/20 12:56,Require upgrade,res5-000001,1
95,2022/6/20 12:56,2022/6/20 14:10,Take in charge ticket,res6-000001,1
95,2022/6/20 14:10,2022/6/20 14:36,Resolve ticket,res9-000001,1
95,2022/6/20 14:36,2022/6/20 15:52,Closed,res10-000001,1
96,2022/6/21 7:00,2022/6/21 9:37,Insert ticket,res1-000001,1
96,2022/6/21 9:37,2022/6/21 13:58,Assign seriousness,res2-000001,1
96,2022/6/21 13:58,2022/6/21 16:21,Take in charge ticket,res6-000001,1
96,2022/6/21 16:21,2022/6/22 8:57,Resolve ticket,res9-000001,1
96,2022/6/22 8:57,2022/6/22 10:09,Closed,res10-000001,1
97,2022/6/22 7:00,2022/6/22 9:15,Insert ticket,res1-000001,1
97,2022/6/22 9:15,2022/6/22 11:14,Assign seriousness,res2-000001,1
97,2022/6/22 11:14,2022/6/22 11:31,Create SW anomaly,res3-000001,1
97,2022/6/22 11:31,2022/6/22 13:53,Resolve SW anomaly,res4-000001,1
97,2022/6/22 13:53,2022/6/22 15:14,Require upgrade,res5-000001,1
97,2022/6/22 15:14,2022/6/23 8:53,Take in charge ticket,res6-000001,1
97,2022/6/23 8:53,2022/6/23 9:16,Resolve ticket,res9-000001,1
97,2022/6/23 9:16,2022/6/23 10:32,Closed,res10-000001,1
98,2022/6/23 7:00,2022/6/23 9:33,Insert ticket,res1-000001,1
98,2022/6/23 9:33,2022/6/23 13:22,Assign seriousness,res2-000001,1
98,2022/6/23 13:22,2022/6/23 14:25,Create SW anomaly,res3-000001,1
98,2022/6/23 14:25,2022/6/23 16:34,Resolve SW anomaly,res4-000001,1
98,2022/6/23 16:34,2022/6/24 7:53,Require upgrade,res5-000001,1
98,2022/6/24 7:53,2022/6/24 8:09,Take in charge ticket,res6-000001,1
98,2022/6/24 8:09,2022/6/24 11:28,Resolve ticket,res9-000001,1
98,2022/6/24 11:28,2022/6/24 13:39,Closed,res10-000001,1
99,2022/6/27 7:00,2022/6/27 9:23,Insert ticket,res1-000001,1
99,2022/6/27 9:23,2022/6/27 11:22,Assign seriousness,res2-000001,1
99,2022/6/27 11:22,2022/6/27 13:44,Create SW anomaly,res3-000001,1
99,2022/6/27 13:44,2022/6/28 7:22,Resolve SW anomaly,res4-000001,1
99,2022/6/28 7:22,2022/6/28 8:34,Require upgrade,res5-000001,1
99,2022/6/28 8:34,2022/6/28 11:31,Take in charge ticket,res6-000001,1
99,2022/6/28 11:31,2022/6/28 13:33,Resolve ticket,res9-000001,1
99,2022/6/28 13:33,2022/6/28 16:03,Closed,res10-000001,1
100,2022/6/28 7:00,2022/6/28 9:46,Insert ticket,res1-000001,1
100,2022/6/28 9:46,2022/6/28 13:35,Assign seriousness,res2-000001,1
100,2022/6/28 13:35,2022/6/28 13:41,Create SW anomaly,res3-000001,1
100,2022/6/28 13:41,2022/6/28 14:31,Resolve SW anomaly,res4-000001,1
100,2022/6/28 14:31,2022/6/28 15:58,Require upgrade,res5-000001,1
100,2022/6/28 15:58,2022/6/29 8:44,Take in charge ticket,res6-000001,1
100,2022/6/29 8:44,2022/6/29 11:43,Resolve ticket,res9-000001,1
100,2022/6/29 11:43,2022/6/29 14:09,Closed,res10-000001,1
101,2022/6/29 7:00,2022/6/29 7:19,Insert ticket,res1-000001,1
101,2022/6/29 7:19,2022/6/29 10:12,Assign seriousness,res2-000001,1
101,2022/6/29 10:12,2022/6/29 10:59,Create SW anomaly,res3-000001,1
101,2022/6/29 10:59,2022/6/29 14:04,Resolve SW anomaly,res4-000001,1
101,2022/6/29 14:04,2022/6/29 15:16,Require upgrade,res5-000001,1
101,2022/6/29 15:16,2022/6/30 10:04,Take in charge ticket,res6-000001,1
101,2022/6/30 10:04,2022/6/30 11:32,Resolve ticket,res9-000001,1
101,2022/6/30 11:32,2022/6/30 12:11,Closed,res10-000001,1
102,2022/6/30 7:00,2022/6/30 8:25,Insert ticket,res1-000001,1
102,2022/6/30 8:25,2022/6/30 10:55,Assign seriousness,res2-000001,1
102,2022/6/30 10:55,2022/6/30 11:53,Create SW anomaly,res3-000001,1
102,2022/6/30 11:53,2022/6/30 14:26,Resolve SW anomaly,res4-000001,1
102,2022/6/30 14:26,2022/6/30 15:33,Require upgrade,res5-000001,1
102,2022/6/30 15:33,2022/7/1 9:34,Take in charge ticket,res6-000001,1
102,2022/7/1 9:34,2022/7/1 12:02,Resolve ticket,res9-000001,1
102,2022/7/1 12:02,2022/7/1 13:22,Closed,res10-000001,1
103,2022/7/4 7:00,2022/7/4 8:07,Insert ticket,res1-000001,1
103,2022/7/4 8:07,2022/7/4 9:45,Assign seriousness,res2-000001,1
103,2022/7/4 9:45,2022/7/4 11:47,Create SW anomaly,res3-000001,1
103,2022/7/4 11:47,2022/7/4 14:54,Resolve SW anomaly,res4-000001,1
103,2022/7/4 14:54,2022/7/4 15:51,Require upgrade,res5-000001,1
103,2022/7/4 15:51,2022/7/5 9:31,Take in charge ticket,res6-000001,1
103,2022/7/5 9:31,2022/7/5 12:27,Resolve ticket,res9-000001,1
103,2022/7/5 12:27,2022/7/5 14:55,Closed,res10-000001,1
104,2022/7/5 7:00,2022/7/5 8:51,Insert ticket,res1-000001,1
104,2022/7/5 8:51,2022/7/5 11:01,Assign seriousness,res2-000001,1
104,2022/7/5 11:01,2022/7/5 11:59,Create SW anomaly,res3-000001,1
104,2022/7/5 11:59,2022/7/5 14:04,Resolve SW anomaly,res4-000001,1
104,2022/7/5 14:04,2022/7/5 15:44,Require upgrade,res5-000001,1
104,2022/7/5 15:44,2022/7/6 8:13,Take in charge ticket,res6-000001,1
104,2022/7/6 8:13,2022/7/6 10:31,Resolve ticket,res9-000001,1
104,2022/7/6 10:31,2022/7/6 10:34,Closed,res10-000001,1
105,2022/7/6 7:00,2022/7/6 7:16,Assign seriousness,res2-000001,1
105,2022/7/6 7:16,2022/7/6 9:47,Create SW anomaly,res3-000001,1
105,2022/7/6 9:47,2022/7/6 11:16,Resolve SW anomaly,res4-000001,1
105,2022/7/6 11:16,2022/7/6 13:12,Require upgrade,res5-000001,1
105,2022/7/6 13:12,2022/7/6 14:24,Take in charge ticket,res6-000001,1
105,2022/7/6 14:24,2022/7/6 15:53,Resolve ticket,res9-000001,1
105,2022/7/6 15:53,2022/7/7 8:14,Closed,res10-000001,1
106,2022/7/7 7:00,2022/7/7 10:22,Insert ticket,res1-000001,1
106,2022/7/7 10:22,2022/7/7 11:54,Assign seriousness,res2-000001,1
106,2022/7/7 11:54,2022/7/7 12:09,Create SW anomaly,res3-000001,1
106,2022/7/7 12:09,2022/7/7 12:09,Resolve SW anomaly,res4-000001,1
106,2022/7/7 12:09,2022/7/7 14:18,Require upgrade,res5-000001,1
106,2022/7/7 14:18,2022/7/7 14:57,Take in charge ticket,res6-000001,1
106,2022/7/7 14:57,2022/7/8 7:00,Resolve ticket,res9-000001,1
106,2022/7/8 7:00,2022/7/8 11:15,Closed,res10-000001,1
107,2022/7/11 7:00,2022/7/11 9:03,Insert ticket,res1-000001,1
107,2022/7/11 9:03,2022/7/11 11:56,Assign seriousness,res2-000001,1
107,2022/7/11 11:56,2022/7/11 13:00,Create SW anomaly,res3-000001,1
107,2022/7/11 13:00,2022/7/11 15:48,Resolve SW anomaly,res4-000001,1
107,2022/7/11 15:48,2022/7/12 7:55,Require upgrade,res5-000001,1
107,2022/7/12 7:55,2022/7/12 8:41,Take in charge ticket,res6-000001,1
107,2022/7/12 8:41,2022/7/12 10:57,Resolve ticket,res9-000001,1
107,2022/7/12 10:57,2022/7/12 11:49,Closed,res10-000001,1
108,2022/7/12 7:00,2022/7/12 7:33,Insert ticket,res1-000001,1
108,2022/7/12 7:33,2022/7/12 9:53,Assign seriousness,res2-000001,1
108,2022/7/12 9:53,2022/7/12 11:12,Create SW anomaly,res3-000001,1
108,2022/7/12 11:12,2022/7/12 13:24,Resolve SW anomaly,res4-000001,1
108,2022/7/12 13:24,2022/7/12 14:48,Require upgrade,res5-000001,1
108,2022/7/12 14:48,2022/7/13 7:09,Take in charge ticket,res6-000001,1
108,2022/7/13 7:09,2022/7/13 10:35,Resolve ticket,res9-000001,1
108,2022/7/13 10:35,2022/7/13 12:32,Closed,res10-000001,1
109,2022/7/13 7:00,2022/7/13 8:25,Insert ticket,res1-000001,1
109,2022/7/13 8:25,2022/7/13 11:26,Assign seriousness,res2-000001,1
109,2022/7/13 11:26,2022/7/13 14:18,Create SW anomaly,res3-000001,1
109,2022/7/13 14:18,2022/7/13 16:29,Resolve SW anomaly,res4-000001,1
109,2022/7/13 16:29,2022/7/14 8:09,Require upgrade,res5-000001,1
109,2022/7/14 8:09,2022/7/14 10:18,Take in charge ticket,res6-000001,1
109,2022/7/14 10:18,2022/7/14 11:22,Resolve ticket,res9-000001,1
109,2022/7/14 11:22,2022/7/14 13:45,Closed,res10-000001,1
110,2022/7/14 7:00,2022/7/14 9:27,Insert ticket,res1-000001,1
110,2022/7/14 9:27,2022/7/14 12:15,Assign seriousness,res2-000001,1
110,2022/7/14 12:15,2022/7/14 13:22,Create SW anomaly,res3-000001,1
110,2022/7/14 13:22,2022/7/14 15:12,Resolve SW anomaly,res4-000001,1
110,2022/7/14 15:12,2022/7/14 16:26,Require upgrade,res5-000001,1
110,2022/7/14 16:26,2022/7/15 9:17,Take in charge ticket,res6-000001,1
110,2022/7/15 9:17,2022/7/15 11:07,Resolve ticket,res9-000001,1
110,2022/7/15 11:07,2022/7/15 12:28,Closed,res10-000001,1
111,2022/7/18 7:00,2022/7/18 7:00,Insert ticket,res1-000001,1
111,2022/7/18 7:00,2022/7/18 9:14,Assign seriousness,res2-000001,1
111,2022/7/18 9:14,2022/7/18 10:17,Create SW anomaly,res3-000001,1
111,2022/7/18 10:17,2022/7/18 11:40,Resolve SW anomaly,res4-000001,1
111,2022/7/18 11:40,2022/7/18 11:45,Require upgrade,res5-000001,1
111,2022/7/18 11:45,2022/7/18 13:17,Take in charge ticket,res6-000001,1
111,2022/7/18 13:17,2022/7/18 16:12,Resolve ticket,res9-000001,1
111,2022/7/18 16:12,2022/7/18 16:45,Closed,res10-000001,1
112,2022/7/19 7:00,2022/7/19 10:55,Insert ticket,res1-000001,1
112,2022/7/19 10:55,2022/7/19 12:33,Assign seriousness,res2-000001,1
112,2022/7/19 12:33,2022/7/19 14:17,Create SW anomaly,res3-000001,1
112,2022/7/19 14:17,2022/7/20 7:39,Resolve SW anomaly,res4-000001,1
112,2022/7/20 7:39,2022/7/20 8:06,Require upgrade,res5-000001,1
112,2022/7/20 8:06,2022/7/20 10:51,Take in charge ticket,res6-000001,1
112,2022/7/20 10:51,2022/7/20 11:55,Resolve ticket,res9-000001,1
112,2022/7/20 11:55,2022/7/20 13:32,Closed,res10-000001,1
113,2022/7/20 7:00,2022/7/20 8:56,Insert ticket,res1-000001,1
113,2022/7/20 8:56,2022/7/20 11:51,Assign seriousness,res2-000001,1
113,2022/7/20 11:51,2022/7/20 11:57,Create SW anomaly,res3-000001,1
113,2022/7/20 11:57,2022/7/20 13:03,Resolve SW anomaly,res4-000001,1
113,2022/7/20 13:03,2022/7/20 14:20,Require upgrade,res5-000001,1
113,2022/7/20 14:20,2022/7/20 16:56,Take in charge ticket,res6-000001,1
113,2022/7/20 16:56,2022/7/21 10:11,Resolve ticket,res9-000001,1
113,2022/7/21 10:11,2022/7/21 10:56,Closed,res10-000001,1
114,2022/7/21 7:00,2022/7/21 8:38,Assign seriousness,res2-000001,1
114,2022/7/21 8:38,2022/7/21 10:49,Create SW anomaly,res3-000001,1
114,2022/7/21 10:49,2022/7/21 12:13,Resolve SW anomaly,res4-000001,1
114,2022/7/21 12:13,2022/7/21 15:11,Require upgrade,res5-000001,1
114,2022/7/21 15:11,2022/7/21 16:50,Take in charge ticket,res6-000001,1
114,2022/7/21 16:50,2022/7/22 8:36,Resolve ticket,res9-000001,1
114,2022/7/22 8:36,2022/7/22 10:36,Closed,res10-000001,1
115,2022/7/25 7:00,2022/7/25 8:18,Insert ticket,res1-000001,1
115,2022/7/25 8:18,2022/7/25 12:00,Assign seriousness,res2-000001,1
115,2022/7/25 12:00,2022/7/25 13:56,Create SW anomaly,res3-000001,1
115,2022/7/25 13:56,2022/7/25 16:08,Resolve SW anomaly,res4-000001,1
115,2022/7/25 16:08,2022/7/25 16:59,Require upgrade,res5-000001,1
115,2022/7/25 16:59,2022/7/26 7:47,Take in charge ticket,res6-000001,1
115,2022/7/26 7:47,2022/7/26 10:23,Resolve ticket,res9-000001,1
115,2022/7/26 10:23,2022/7/26 11:51,Closed,res10-000001,1
116,2022/7/26 7:00,2022/7/26 9:20,Insert ticket,res1-000001,1
116,2022/7/26 9:20,2022/7/26 11:50,Assign seriousness,res2-000001,1
116,2022/7/26 11:50,2022/7/26 13:22,Create SW anomaly,res3-000001,1
116,2022/7/26 13:22,2022/7/26 15:32,Resolve SW anomaly,res4-000001,1
116,2022/7/26 15:32,2022/7/26 16:52,Require upgrade,res5-000001,1
116,2022/7/26 16:52,2022/7/27 7:28,Take in charge ticket,res6-000001,1
116,2022/7/27 7:28,2022/7/27 9:35,Resolve ticket,res9-000001,1
116,2022/7/27 9:35,2022/7/27 11:35,Closed,res10-000001,1
117,2022/7/27 7:00,2022/7/27 8:31,Insert ticket,res1-000001,1
117,2022/7/27 8:31,2022/7/27 10:18,Assign seriousness,res2-000001,1
117,2022/7/27 10:18,2022/7/27 11:58,Create SW anomaly,res3-000001,1
117,2022/7/27 11:58,2022/7/27 14:19,Resolve SW anomaly,res4-000001,1
117,2022/7/27 14:19,2022/7/27 16:15,Require upgrade,res5-000001,1
117,2022/7/27 16:15,2022/7/28 9:05,Take in charge ticket,res6-000001,1
117,2022/7/28 9:05,2022/7/28 10:44,Resolve ticket,res9-000001,1
117,2022/7/28 10:44,2022/7/28 12:41,Closed,res10-000001,1
118,2022/7/28 7:00,2022/7/28 7:47,Insert ticket,res1-000001,1
118,2022/7/28 7:47,2022/7/28 9:22,Assign seriousness,res2-000001,1
118,2022/7/28 9:22,2022/7/28 11:39,Create SW anomaly,res3-000001,1
118,2022/7/28 11:39,2022/7/28 13:22,Resolve SW anomaly,res4-000001,1
118,2022/7/28 13:22,2022/7/28 14:29,Require upgrade,res5-000001,1
118,2022/7/28 14:29,2022/7/28 16:39,Take in charge ticket,res6-000001,1
118,2022/7/28 16:39,2022/7/29 8:05,Resolve ticket,res9-000001,1
118,2022/7/29 8:05,2022/7/29 9:37,Closed,res10-000001,1
119,2022/8/1 7:00,2022/8/1 9:04,Insert ticket,res1-000001,1
119,2022/8/1 9:04,2022/8/1 12:43,Assign seriousness,res2-000001,1
119,2022/8/1 12:43,2022/8/1 16:25,Create SW anomaly,res3-000001,1
119,2022/8/1 16:25,2022/8/2 9:00,Resolve SW anomaly,res4-000001,1
119,2022/8/2 9:00,2022/8/2 12:15,Require upgrade,res5-000001,1
119,2022/8/2 12:15,2022/8/2 13:50,Take in charge ticket,res6-000001,1
119,2022/8/2 13:50,2022/8/2 16:07,Resolve ticket,res9-000001,1
119,2022/8/2 16:07,2022/8/3 8:53,Closed,res10-000001,1
120,2022/8/2 7:00,2022/8/2 8:30,Insert ticket,res1-000001,1
120,2022/8/2 8:30,2022/8/2 10:13,Assign seriousness,res2-000001,1
120,2022/8/2 10:13,2022/8/2 10:57,Create SW anomaly,res3-000001,1
120,2022/8/2 10:57,2022/8/2 13:11,Resolve SW anomaly,res4-000001,1
120,2022/8/2 13:11,2022/8/2 15:09,Require upgrade,res5-000001,1
120,2022/8/2 15:09,2022/8/2 16:38,Take in charge ticket,res6-000001,1
120,2022/8/2 16:38,2022/8/3 7:18,Resolve ticket,res9-000001,1
120,2022/8/3 8:53,2022/8/3 12:28,Closed,res10-000001,1
121,2022/8/3 7:00,2022/8/3 8:48,Insert ticket,res1-000001,1
121,2022/8/3 8:48,2022/8/3 11:35,Assign seriousness,res2-000001,1
121,2022/8/3 11:35,2022/8/3 11:42,Create SW anomaly,res3-000001,1
121,2022/8/3 11:42,2022/8/3 14:18,Resolve SW anomaly,res4-000001,1
121,2022/8/3 14:18,2022/8/3 15:45,Require upgrade,res5-000001,1
121,2022/8/3 15:45,2022/8/3 16:25,Take in charge ticket,res6-000001,1
121,2022/8/3 16:25,2022/8/4 7:55,Resolve ticket,res9-000001,1
121,2022/8/4 7:55,2022/8/4 11:06,Closed,res10-000001,1
122,2022/8/4 7:00,2022/8/4 8:39,Insert ticket,res1-000001,1
122,2022/8/4 8:39,2022/8/4 10:01,Assign seriousness,res2-000001,1
122,2022/8/4 10:01,2022/8/4 13:29,Create SW anomaly,res3-000001,1
122,2022/8/4 13:29,2022/8/4 14:40,Resolve SW anomaly,res4-000001,1
122,2022/8/4 14:40,2022/8/4 15:54,Require upgrade,res5-000001,1
122,2022/8/4 15:54,2022/8/4 16:52,Take in charge ticket,res6-000001,1
122,2022/8/4 16:52,2022/8/5 7:31,Resolve ticket,res9-000001,1
122,2022/8/5 7:31,2022/8/5 11:02,Closed,res10-000001,1
123,2022/8/8 7:00,2022/8/8 7:49,Insert ticket,res1-000001,1
123,2022/8/8 7:49,2022/8/8 10:32,Assign seriousness,res2-000001,1
123,2022/8/8 10:32,2022/8/8 12:27,Create SW anomaly,res3-000001,1
123,2022/8/8 12:27,2022/8/8 14:01,Resolve SW anomaly,res4-000001,1
123,2022/8/8 14:01,2022/8/8 16:08,Require upgrade,res5-000001,1
123,2022/8/8 16:08,2022/8/9 7:33,Take in charge ticket,res6-000001,1
123,2022/8/9 7:33,2022/8/9 8:39,Resolve ticket,res9-000001,1
123,2022/8/9 8:39,2022/8/9 11:05,Closed,res10-000001,1
124,2022/8/9 7:00,2022/8/9 10:18,Insert ticket,res1-000001,1
124,2022/8/9 10:18,2022/8/9 12:52,Assign seriousness,res2-000001,1
124,2022/8/9 12:52,2022/8/9 14:41,Create SW anomaly,res3-000001,1
124,2022/8/9 14:41,2022/8/9 16:26,Resolve SW anomaly,res4-000001,1
124,2022/8/9 16:26,2022/8/10 7:18,Require upgrade,res5-000001,1
124,2022/8/10 7:18,2022/8/10 8:51,Take in charge ticket,res6-000001,1
124,2022/8/10 8:51,2022/8/10 10:42,Resolve ticket,res9-000001,1
124,2022/8/10 10:42,2022/8/10 12:51,Closed,res10-000001,1
125,2022/8/10 7:00,2022/8/10 8:03,Insert ticket,res1-000001,1
125,2022/8/10 8:03,2022/8/10 11:13,Assign seriousness,res2-000001,1
125,2022/8/10 11:13,2022/8/10 12:31,Create SW anomaly,res3-000001,1
125,2022/8/10 12:31,2022/8/10 14:01,Resolve SW anomaly,res4-000001,1
125,2022/8/10 14:01,2022/8/10 14:39,Require upgrade,res5-000001,1
125,2022/8/10 14:39,2022/8/10 15:56,Take in charge ticket,res6-000001,1
125,2022/8/10 15:56,2022/8/11 8:56,Resolve ticket,res9-000001,1
125,2022/8/11 8:56,2022/8/11 10:23,Closed,res10-000001,1
126,2022/8/11 7:00,2022/8/11 8:29,Insert ticket,res1-000001,1
126,2022/8/11 8:29,2022/8/11 9:29,Assign seriousness,res2-000001,1
126,2022/8/11 9:29,2022/8/11 10:43,Create SW anomaly,res3-000001,1
126,2022/8/11 10:43,2022/8/11 11:25,Resolve SW anomaly,res4-000001,1
126,2022/8/11 11:25,2022/8/11 12:51,Require upgrade,res5-000001,1
126,2022/8/11 12:51,2022/8/11 13:40,Take in charge ticket,res6-000001,1
126,2022/8/11 13:40,2022/8/11 16:36,Resolve ticket,res9-000001,1
126,2022/8/11 16:36,2022/8/12 8:17,Closed,res10-000001,1
127,2022/8/15 7:00,2022/8/15 9:58,Insert ticket,res1-000001,1
127,2022/8/15 9:58,2022/8/15 11:10,Assign seriousness,res2-000001,1
127,2022/8/15 11:10,2022/8/15 11:55,Require upgrade,res5-000001,1
127,2022/8/15 11:55,2022/8/15 14:01,Take in charge ticket,res6-000001,1
127,2022/8/15 14:01,2022/8/15 16:41,Resolve ticket,res9-000001,1
127,2022/8/15 16:41,2022/8/16 10:34,Closed,res10-000001,1
128,2022/8/16 7:00,2022/8/16 8:48,Insert ticket,res1-000001,1
128,2022/8/16 8:48,2022/8/16 10:39,Assign seriousness,res2-000001,1
128,2022/8/16 10:39,2022/8/16 12:04,Create SW anomaly,res3-000001,1
128,2022/8/16 12:04,2022/8/16 14:30,Resolve SW anomaly,res4-000001,1
128,2022/8/16 14:30,2022/8/16 14:50,Require upgrade,res5-000001,1
128,2022/8/16 14:50,2022/8/16 16:05,Take in charge ticket,res6-000001,1
128,2022/8/16 16:05,2022/8/16 16:47,Resolve ticket,res9-000001,1
128,2022/8/16 16:47,2022/8/17 8:45,Closed,res10-000001,1
129,2022/8/17 7:00,2022/8/17 9:10,Insert ticket,res1-000001,1
129,2022/8/17 9:10,2022/8/17 11:02,Assign seriousness,res2-000001,1
129,2022/8/17 11:02,2022/8/17 12:05,Create SW anomaly,res3-000001,1
129,2022/8/17 12:05,2022/8/17 14:02,Resolve SW anomaly,res4-000001,1
129,2022/8/17 14:02,2022/8/17 16:34,Require upgrade,res5-000001,1
129,2022/8/17 16:34,2022/8/18 9:35,Take in charge ticket,res6-000001,1
129,2022/8/18 9:35,2022/8/18 13:10,Resolve ticket,res9-000001,1
129,2022/8/18 13:10,2022/8/18 15:09,Closed,res10-000001,1
130,2022/8/18 7:00,2022/8/18 8:35,Insert ticket,res1-000001,1
130,2022/8/18 8:35,2022/8/18 10:17,Assign seriousness,res2-000001,1
130,2022/8/18 10:17,2022/8/18 11:22,Create SW anomaly,res3-000001,1
130,2022/8/18 11:22,2022/8/18 11:27,Resolve SW anomaly,res4-000001,1
130,2022/8/18 11:27,2022/8/18 13:30,Require upgrade,res5-000001,1
130,2022/8/18 13:30,2022/8/18 15:54,Take in charge ticket,res6-000001,1
130,2022/8/18 15:54,2022/8/19 7:59,Resolve ticket,res9-000001,1
130,2022/8/19 7:59,2022/8/19 11:13,Closed,res10-000001,1
131,2022/8/22 7:00,2022/8/22 7:33,Insert ticket,res1-000001,1
131,2022/8/22 7:33,2022/8/22 9:27,Assign seriousness,res2-000001,1
131,2022/8/22 9:27,2022/8/22 10:22,Create SW anomaly,res3-000001,1
131,2022/8/22 10:22,2022/8/22 12:19,Resolve SW anomaly,res4-000001,1
131,2022/8/22 12:19,2022/8/22 13:36,Require upgrade,res5-000001,1
131,2022/8/22 13:36,2022/8/22 15:20,Take in charge ticket,res6-000001,1
131,2022/8/22 15:20,2022/8/23 7:00,Resolve ticket,res9-000001,1
131,2022/8/23 7:00,2022/8/23 9:44,Closed,res10-000001,1
132,2022/8/23 7:00,2022/8/23 8:15,Insert ticket,res1-000001,1
132,2022/8/23 8:15,2022/8/23 11:31,Assign seriousness,res2-000001,1
132,2022/8/23 11:31,2022/8/23 12:44,Create SW anomaly,res3-000001,1
132,2022/8/23 12:44,2022/8/23 13:53,Resolve SW anomaly,res4-000001,1
132,2022/8/23 13:53,2022/8/23 14:42,Require upgrade,res5-000001,1
132,2022/8/23 14:42,2022/8/23 16:33,Take in charge ticket,res6-000001,1
132,2022/8/23 16:33,2022/8/24 7:27,Resolve ticket,res9-000001,1
132,2022/8/24 7:27,2022/8/24 9:36,Closed,res10-000001,1
133,2022/8/24 7:00,2022/8/24 8:50,Insert ticket,res1-000001,1
133,2022/8/24 8:50,2022/8/24 8:59,Assign seriousness,res2-000001,1
133,2022/8/24 8:59,2022/8/24 11:18,Create SW anomaly,res3-000001,1
133,2022/8/24 11:18,2022/8/24 11:38,Resolve SW anomaly,res4-000001,1
133,2022/8/24 11:38,2022/8/24 12:57,Require upgrade,res5-000001,1
133,2022/8/24 12:57,2022/8/24 13:24,Take in charge ticket,res6-000001,1
133,2022/8/24 13:24,2022/8/25 7:18,Resolve ticket,res9-000001,1
133,2022/8/25 7:18,2022/8/25 9:09,Closed,res10-000001,1
134,2022/8/25 7:00,2022/8/25 8:02,Insert ticket,res1-000001,1
134,2022/8/25 8:02,2022/8/25 9:47,Assign seriousness,res2-000001,1
134,2022/8/25 9:47,2022/8/25 11:38,Create SW anomaly,res3-000001,1
134,2022/8/25 11:38,2022/8/25 11:57,Resolve SW anomaly,res4-000001,1
134,2022/8/25 11:57,2022/8/25 13:41,Require upgrade,res5-000001,1
134,2022/8/25 13:41,2022/8/25 16:33,Take in charge ticket,res6-000001,1
134,2022/8/25 16:33,2022/8/26 9:30,Resolve ticket,res9-000001,1
134,2022/8/26 9:30,2022/8/26 10:48,Closed,res10-000001,1
135,2022/8/29 7:00,2022/8/29 7:43,Insert ticket,res1-000001,1
135,2022/8/29 7:43,2022/8/29 8:58,Assign seriousness,res2-000001,1
135,2022/8/29 8:58,2022/8/29 10:36,Create SW anomaly,res3-000001,1
135,2022/8/29 10:36,2022/8/29 12:02,Resolve SW anomaly,res4-000001,1
135,2022/8/29 12:02,2022/8/29 15:28,Require upgrade,res5-000001,1
135,2022/8/29 15:28,2022/8/30 8:49,Take in charge ticket,res6-000001,1
135,2022/8/30 8:49,2022/8/30 11:37,Resolve ticket,res9-000001,1
135,2022/8/30 11:37,2022/8/30 13:42,Closed,res10-000001,1
136,2022/8/30 7:00,2022/8/30 8:08,Assign seriousness,res2-000001,1
136,2022/8/30 8:08,2022/8/30 9:00,Create SW anomaly,res3-000001,1
136,2022/8/30 9:00,2022/8/30 11:02,Resolve SW anomaly,res4-000001,1
136,2022/8/30 11:02,2022/8/30 12:22,Require upgrade,res5-000001,1
136,2022/8/30 12:22,2022/8/30 13:16,Take in charge ticket,res6-000001,1
136,2022/8/30 13:16,2022/8/30 15:29,Resolve ticket,res9-000001,1
136,2022/8/30 15:29,2022/8/31 7:00,Closed,res10-000001,1
